Data pulled on 10/29/2014 at 11:05:59
username, number of edits, percent of total edits
Gaff,3,0.00197238658777
Artsag,3,0.00197238658777
Themightyquill,3,0.00197238658777
Ost316,3,0.00197238658777
TylerDurden8823,3,0.00197238658777
Nwbeeson,3,0.00197238658777
Milesrahimi,3,0.00197238658777
98.231.205.140,3,0.00197238658777
I dream of horses,3,0.00197238658777
Orange Suede Sofa,3,0.00197238658777
LesVegas,2,0.00131492439185
Jamie Tubers,2,0.00131492439185
71.198.3.236,2,0.00131492439185
96.56.117.154,2,0.00131492439185
Rmhermen,2,0.00131492439185
Tbnaff,2,0.00131492439185
Delta1989,2,0.00131492439185
76.88.44.223,2,0.00131492439185
137.125.85.98,2,0.00131492439185
Hamish59,2,0.00131492439185
Everyking,2,0.00131492439185
John Milton Nagel,2,0.00131492439185
69.248.82.235,2,0.00131492439185
Jesse Viviano,2,0.00131492439185
67.70.35.44,2,0.00131492439185
Daniel.Cardenas,2,0.00131492439185
Anthony Appleyard,2,0.00131492439185
71.124.255.145,2,0.00131492439185
74.44.29.114,2,0.00131492439185
50.9.97.53,2,0.00131492439185
46.200.32.235,2,0.00131492439185
Rhydic,2,0.00131492439185
Cerlyn,2,0.00131492439185
50.14.142.33,2,0.00131492439185
Soffredo,2,0.00131492439185
Allen1306,2,0.00131492439185
69.170.100.180,2,0.00131492439185
Discospinster,2,0.00131492439185
Jeremyb,2,0.00131492439185
Sfan00 IMG,2,0.00131492439185
Therealtred,2,0.00131492439185
71.182.239.240,2,0.00131492439185
Llightex,2,0.00131492439185
Wavelength,2,0.00131492439185
24.61.42.168,1,0.000657462195924
Carcake1999,1,0.000657462195924
Edison,1,0.000657462195924
159.118.235.28,1,0.000657462195924
77.61.240.94,1,0.000657462195924
64.54.60.29,1,0.000657462195924
64.134.100.223,1,0.000657462195924
Dcheagle,1,0.000657462195924
Maurice Carbonaro,1,0.000657462195924
70.220.53.107,1,0.000657462195924
BookOfJahMez,1,0.000657462195924
88.106.104.92,1,0.000657462195924
67.139.105.186,1,0.000657462195924
79.123.82.56,1,0.000657462195924
174.27.47.136,1,0.000657462195924
69.52.10.38,1,0.000657462195924
Exoplanetaryscience,1,0.000657462195924
Gremlinsa,1,0.000657462195924
BD2412,1,0.000657462195924
192.158.48.16,1,0.000657462195924
Calwiki1,1,0.000657462195924
MaynardClark,1,0.000657462195924
182.250.240.77,1,0.000657462195924
209.212.5.130,1,0.000657462195924
2601:6:6500:688:2048:16AA:21A3:6CE,1,0.000657462195924
Jeffreydavidspeck,1,0.000657462195924
24.116.164.33,1,0.000657462195924
173.189.242.180,1,0.000657462195924
Lucien504,1,0.000657462195924
108.8.5.178,1,0.000657462195924
SciGal,1,0.000657462195924
Vcfahrenbruck,1,0.000657462195924
69.122.73.82,1,0.000657462195924
71.183.131.55,1,0.000657462195924
129.93.4.18,1,0.000657462195924
Gilliam,1,0.000657462195924
مانفی,1,0.000657462195924
Andyni123,1,0.000657462195924
Arthur Rubin,1,0.000657462195924
Ntsimp,1,0.000657462195924
Elgaroo,1,0.000657462195924
206.54.214.74,1,0.000657462195924
Cannolis,1,0.000657462195924
BizarreLoveTriangle,1,0.000657462195924
QueenFan,1,0.000657462195924
2A02:1810:4D34:DC00:4592:1B39:EA08:EDC,1,0.000657462195924
65.210.81.130,1,0.000657462195924
TheBadSeeds2012,1,0.000657462195924
190.148.210.162,1,0.000657462195924
Telecineguy,1,0.000657462195924
23.24.209.153,1,0.000657462195924
Puppy9000,1,0.000657462195924
Artx,1,0.000657462195924
64.229.143.79,1,0.000657462195924
Scottywong,1,0.000657462195924
Bgwhite,1,0.000657462195924
Josh3580,1,0.000657462195924
2602:306:243A:3CC9:D95D:2313:B8A1:2199,1,0.000657462195924
74.7.154.242,1,0.000657462195924
41.138.165.154,1,0.000657462195924
99.112.215.134,1,0.000657462195924
Kwaks321,1,0.000657462195924
32.216.203.27,1,0.000657462195924
156.99.162.253,1,0.000657462195924
Richard-of-Earth,1,0.000657462195924
Dawn Bard,1,0.000657462195924
64.134.229.130,1,0.000657462195924
Deangelohnynjyjyj,1,0.000657462195924
197.79.13.96,1,0.000657462195924
SimonTrew,1,0.000657462195924
66.91.39.225,1,0.000657462195924
99.28.90.59,1,0.000657462195924
Frosty,1,0.000657462195924
66.189.69.75,1,0.000657462195924
Dejvid,1,0.000657462195924
Lowellian,1,0.000657462195924
Nick-D,1,0.000657462195924
2.86.103.255,1,0.000657462195924
76.118.194.60,1,0.000657462195924
69.174.87.52,1,0.000657462195924
205.211.50.162,1,0.000657462195924
NortyNort,1,0.000657462195924
Hda3ku,1,0.000657462195924
74.179.117.45,1,0.000657462195924
Magog the Ogre,1,0.000657462195924
Usmcstang,1,0.000657462195924
50.186.105.28,1,0.000657462195924
Leftcry,1,0.000657462195924
216.232.247.6,1,0.000657462195924
Kintetsubuffalo,1,0.000657462195924
50.12.176.104,1,0.000657462195924
Encycloshave,1,0.000657462195924
Rocio Nadat,1,0.000657462195924
96.50.105.178,1,0.000657462195924
Loganmac,1,0.000657462195924
99.188.236.205,1,0.000657462195924
Brutus09,1,0.000657462195924
XavierItzm,1,0.000657462195924
72.28.192.222,1,0.000657462195924
Philg88,1,0.000657462195924
Julesd,1,0.000657462195924
142.110.19.148,1,0.000657462195924
Ewebb49,1,0.000657462195924
38.117.192.152,1,0.000657462195924
71.63.173.166,1,0.000657462195924
FiredanceThroughTheNight,1,0.000657462195924
Pratyya Ghosh,1,0.000657462195924
Nikthestunned,1,0.000657462195924
Supersaiyen312,1,0.000657462195924
Ileanadu,1,0.000657462195924
TheMesquito,1,0.000657462195924
D Eaketts,1,0.000657462195924
192.5.110.4,1,0.000657462195924
Ngufra,1,0.000657462195924
172.191.3.189,1,0.000657462195924
Kirothereaper,1,0.000657462195924
80.78.0.37,1,0.000657462195924
AmaryllisGardener,1,0.000657462195924
ImageRemovalBot,1,0.000657462195924
Protonk,1,0.000657462195924
74.140.29.201,1,0.000657462195924
74.74.94.250,1,0.000657462195924
71.35.190.212,1,0.000657462195924
MONGO,1,0.000657462195924
65.101.239.35,1,0.000657462195924
97.123.109.199,1,0.000657462195924
Jeremyb-phone,1,0.000657462195924
129.244.34.235,1,0.000657462195924
CAWylie,1,0.000657462195924
JOWEE849,1,0.000657462195924
Waveterm,1,0.000657462195924
142.192.10.50,1,0.000657462195924
148.159.160.51,1,0.000657462195924
Ansh666,1,0.000657462195924
Arilynmil91,1,0.000657462195924
104.139.13.147,1,0.000657462195924
74.67.231.176,1,0.000657462195924
Rebrane,1,0.000657462195924
98.19.71.85,1,0.000657462195924
2605:6000:F0C9:7800:E5E2:CE34:CBCF:6A7E,1,0.000657462195924
Flyer22,1,0.000657462195924
2602:306:CEAC:8730:A150:1DF4:357F:5666,1,0.000657462195924
Nyq,1,0.000657462195924
36.69.183.176,1,0.000657462195924
Starstr,1,0.000657462195924
97.122.253.10,1,0.000657462195924
Mustard,1,0.000657462195924
Mapsax,1,0.000657462195924
99.132.65.20,1,0.000657462195924
8.2.215.2,1,0.000657462195924
Ryanbrz,1,0.000657462195924
69.127.106.200,1,0.000657462195924
24.38.19.198,1,0.000657462195924
23.114.175.0,1,0.000657462195924
67.188.230.128,1,0.000657462195924
90.231.32.58,1,0.000657462195924
Meters,1,0.000657462195924
Evans1982,1,0.000657462195924
Sideways713,1,0.000657462195924
Aminalshmu,1,0.000657462195924
Votegoode,1,0.000657462195924
Janicra,1,0.000657462195924
FirstWilberforce,1,0.000657462195924
Excel23,1,0.000657462195924
DUCKISJAMMMY,1,0.000657462195924
Obankston,1,0.000657462195924
96.37.18.136,1,0.000657462195924
Jerzy,1,0.000657462195924
68.119.202.243,1,0.000657462195924
99.246.102.201,1,0.000657462195924
Shii,1,0.000657462195924
Gggff555,1,0.000657462195924
109.153.238.18,1,0.000657462195924
131.215.115.31,1,0.000657462195924
67.48.252.101,1,0.000657462195924
24.166.231.154,1,0.000657462195924
Handbarkfan27,1,0.000657462195924
Stesmo,1,0.000657462195924
