username, number of edits, percent of total edits
197.79.13.96,1,0.000664451827243
SimonTrew,1,0.000664451827243
99.28.90.59,1,0.000664451827243
Frosty,1,0.000664451827243
66.189.69.75,1,0.000664451827243
Dejvid,1,0.000664451827243
Lowellian,1,0.000664451827243
Nick-D,1,0.000664451827243
2.86.103.255,1,0.000664451827243
76.118.194.60,1,0.000664451827243
69.174.87.52,1,0.000664451827243
205.211.50.162,1,0.000664451827243
NortyNort,1,0.000664451827243
Hda3ku,1,0.000664451827243
74.179.117.45,1,0.000664451827243
Magog the Ogre,1,0.000664451827243
Usmcstang,1,0.000664451827243
50.186.105.28,1,0.000664451827243
Leftcry,1,0.000664451827243
216.232.247.6,1,0.000664451827243
Kintetsubuffalo,1,0.000664451827243
50.12.176.104,1,0.000664451827243
Encycloshave,1,0.000664451827243
Rocio Nadat,1,0.000664451827243
96.50.105.178,1,0.000664451827243
99.188.236.205,1,0.000664451827243
Brutus09,1,0.000664451827243
XavierItzm,1,0.000664451827243
72.28.192.222,1,0.000664451827243
Philg88,1,0.000664451827243
Julesd,1,0.000664451827243
142.110.19.148,1,0.000664451827243
Ewebb49,1,0.000664451827243
38.117.192.152,1,0.000664451827243
71.63.173.166,1,0.000664451827243
FiredanceThroughTheNight,1,0.000664451827243
Pratyya Ghosh,1,0.000664451827243
Nikthestunned,1,0.000664451827243
Supersaiyen312,1,0.000664451827243
Ileanadu,1,0.000664451827243
TheMesquito,1,0.000664451827243
D Eaketts,1,0.000664451827243
192.5.110.4,1,0.000664451827243
Ngufra,1,0.000664451827243
172.191.3.189,1,0.000664451827243
Kirothereaper,1,0.000664451827243
80.78.0.37,1,0.000664451827243
AmaryllisGardener,1,0.000664451827243
ImageRemovalBot,1,0.000664451827243
Protonk,1,0.000664451827243
74.140.29.201,1,0.000664451827243
74.74.94.250,1,0.000664451827243
71.35.190.212,1,0.000664451827243
MONGO,1,0.000664451827243
65.101.239.35,1,0.000664451827243
97.123.109.199,1,0.000664451827243
Jeremyb-phone,1,0.000664451827243
129.244.34.235,1,0.000664451827243
CAWylie,1,0.000664451827243
JOWEE849,1,0.000664451827243
Waveterm,1,0.000664451827243
142.192.10.50,1,0.000664451827243
148.159.160.51,1,0.000664451827243
Ansh666,1,0.000664451827243
Arilynmil91,1,0.000664451827243
104.139.13.147,1,0.000664451827243
74.67.231.176,1,0.000664451827243
Rebrane,1,0.000664451827243
98.19.71.85,1,0.000664451827243
2605:6000:F0C9:7800:E5E2:CE34:CBCF:6A7E,1,0.000664451827243
Flyer22,1,0.000664451827243
2602:306:CEAC:8730:A150:1DF4:357F:5666,1,0.000664451827243
Nyq,1,0.000664451827243
36.69.183.176,1,0.000664451827243
Starstr,1,0.000664451827243
97.122.253.10,1,0.000664451827243
Mustard,1,0.000664451827243
Mapsax,1,0.000664451827243
99.132.65.20,1,0.000664451827243
8.2.215.2,1,0.000664451827243
Ryanbrz,1,0.000664451827243
69.127.106.200,1,0.000664451827243
24.38.19.198,1,0.000664451827243
23.114.175.0,1,0.000664451827243
67.188.230.128,1,0.000664451827243
90.231.32.58,1,0.000664451827243
Meters,1,0.000664451827243
Evans1982,1,0.000664451827243
Sideways713,1,0.000664451827243
Aminalshmu,1,0.000664451827243
Votegoode,1,0.000664451827243
Janicra,1,0.000664451827243
FirstWilberforce,1,0.000664451827243
Excel23,1,0.000664451827243
DUCKISJAMMMY,1,0.000664451827243
Obankston,1,0.000664451827243
96.37.18.136,1,0.000664451827243
Jerzy,1,0.000664451827243
68.119.202.243,1,0.000664451827243
99.246.102.201,1,0.000664451827243
Shii,1,0.000664451827243
Gggff555,1,0.000664451827243
109.153.238.18,1,0.000664451827243
131.215.115.31,1,0.000664451827243
67.48.252.101,1,0.000664451827243
24.166.231.154,1,0.000664451827243
Handbarkfan27,1,0.000664451827243
Stesmo,1,0.000664451827243
